player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Levi Onwuzurike,43679,DI,DET,16,0,11.0,100.0,1.4,3.0,3.0,0,0,0,0.0,11,63.5,69.4,76.6,67.1,64.1,45.9,0,11,20.0,1,0,1,112.5,2,6,424,5,4,2,0,22,0,3.7,11.0
Jeffery Simmons,43742,DI,TEN,16,3,,,3.0,,,0,0,0,,31,57.7,80.4,41.1,81.6,73.7,34.9,0,,27.3,3,0,5,0.0,0,14,464,7,5,0,0,0,0,0.0,
Derrick Brown,43883,DI,CAR,1,1,,,4.0,,,0,0,0,,5,60.8,47.7,78.7,51.4,48.1,26.7,0,,0.0,0,0,0,0.0,0,1,25,0,0,0,0,0,0,0.0,
Pat Jones II,43974,ED,MIN,15,7,5.0,100.0,9.2,6.0,6.0,0,0,0,0.0,18,48.2,55.8,87.3,50.7,69.4,50.3,0,19,35.7,5,0,0,109.2,5,32,347,9,2,5,0,51,26,1.7,10.2
Byron Murphy Jr.,44027,CB,MIN,17,5,9.6,70.4,99.3,8.7,6.1,1,2,8,7.4,18,72.6,72.8,88.4,50.6,68.0,41.8,6,36,17.1,13,5,4,79.8,76,702,707,15,58,108,4,774,296,1.2,10.2
Benito Jones,44035,DI,MIA,17,4,,,3.2,,,0,0,0,,17,53.0,51.3,72.6,63.0,47.6,41.1,0,,0.0,0,0,1,0.0,0,8,248,1,1,0,0,0,0,0.0,
Adetokunbo Ogundeji,44047,ED,PIT,3,0,,,15.0,,,0,0,0,,25,61.3,60.9,77.1,59.2,59.3,,0,,,0,0,0,0.0,0,3,20,0,0,0,0,0,0,0.0,
Julian Okwara,44152,ED,ARZ,13,2,4.8,80.0,27.5,4.8,3.8,0,0,1,10.0,1,46.9,61.6,60.4,60.7,69.9,30.0,0,15,33.3,4,1,1,97.5,8,41,149,4,6,10,0,74,46,1.9,9.3
Quinnen Williams,44216,DI,NYJ,16,1,,,1.1,,,0,0,0,,22,64.6,69.6,44.0,76.1,57.5,27.2,0,,50.0,3,0,4,0.0,0,5,455,7,2,0,0,0,0,0.0,
Nnamdi Madubuike,44304,DI,BLT,17,1,,,2.1,,,0,0,0,,3,62.8,68.3,42.1,69.9,62.5,54.4,0,,20.0,1,0,6,0.0,0,12,574,7,3,0,0,0,0,0.0,
Kyzir White,44485,LB,ARZ,17,17,4.7,87.3,82.7,8.9,7.8,0,0,2,3.2,1,32.0,48.8,87.0,49.4,73.0,70.0,1,25,14.0,8,1,0,109.0,55,512,619,15,32,63,1,660,414,1.3,12.0
Elijah Garcia,44498,DI,NYG,5,1,,,1.3,,,1,0,0,,21,60.0,66.5,82.3,57.3,68.5,75.7,0,,0.0,0,0,1,0.0,0,1,79,0,0,0,0,0,0,0.0,
Brian Burns,44522,ED,NYG,17,2,3.7,77.8,9.0,6.3,4.9,1,1,1,11.1,21,63.4,78.5,74.0,82.9,61.8,59.5,0,16,16.7,2,1,3,98.1,7,46,509,12,8,9,0,68,45,1.5,9.7
D.J. Wonnum,44550,ED,CAR,8,1,4.4,100.0,13.6,6.8,6.8,0,0,0,0.0,5,56.6,55.0,85.0,56.4,53.0,55.6,0,17,50.0,4,0,0,98.3,5,36,265,6,3,5,0,38,16,1.1,7.6
Olamide Zaccheaus,44920,WR,WAS,1,0,,,100.0,,,0,0,0,,32,60.7,70.2,60.0,,,,0,,,0,0,3,0.0,0,1,1,0,0,0,0,0,0,0.0,
Luke Masterson,45046,LB,LV,4,0,5.6,62.5,88.5,9.6,6.0,0,0,0,0.0,23,29.8,46.7,79.1,61.5,77.1,28.5,0,17,44.4,4,0,0,79.2,5,54,61,1,5,8,0,48,35,1.0,9.6
Jordan Fuller,45326,S,CAR,9,2,6.6,92.9,98.2,20.2,18.7,0,1,1,7.1,5,47.0,53.8,85.9,51.3,68.5,69.6,0,28,0.0,0,1,0,154.5,13,278,283,2,13,14,4,162,95,0.6,12.5
Brandon Stephens,45644,CB,BLT,17,1,13.9,67.7,99.5,10.4,7.0,0,1,10,10.4,3,50.7,55.8,89.1,92.9,70.7,60.7,0,37,12.3,8,5,7,107.4,65,732,736,9,56,96,4,806,253,1.2,12.4
Trayveon Williams,45775,HB,CIN,1,0,,,100.0,,,0,0,0,,7,60.7,70.2,60.0,,,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Blake Lynch,47621,LB,KC,1,0,,,100.0,,,0,0,0,,16,63.0,87.3,71.0,,82.6,80.4,0,,,0,0,0,0.0,0,4,4,0,0,0,0,0,0,0.0,
Da'Shawn Hand,48386,DI,MIA,17,0,,,0.6,,,1,0,0,,17,59.5,60.5,62.5,58.6,61.8,59.9,0,,0.0,0,0,2,0.0,0,2,322,1,2,0,0,0,0,0.0,
Jalyn Holmes,48400,DI,WAS,16,0,8.5,50.0,4.2,5.0,2.5,0,0,0,0.0,32,48.7,49.8,86.7,54.8,49.4,52.9,0,4,,0,0,0,56.3,1,5,118,2,0,2,0,4,1,0.8,4.0
Kentavius Street,48404,DI,ATL,13,1,,,0.6,,,1,0,0,,2,74.5,61.5,62.3,57.4,60.4,50.8,0,,33.3,1,0,2,0.0,0,1,164,2,1,0,0,0,0,0.0,
Anthony Nelson,48405,ED,TB,17,3,6.0,83.3,23.3,8.8,7.3,0,0,1,8.3,30,59.6,55.9,89.7,60.9,43.3,62.7,0,22,7.7,1,1,0,119.1,10,91,390,6,9,12,1,71,30,0.8,7.1
Jonathan Greenard,48407,ED,MIN,17,1,1.0,69.2,14.2,9.4,6.5,2,0,0,0.0,18,64.4,80.8,69.8,80.0,70.3,33.0,0,16,43.5,10,0,4,75.8,9,88,620,21,12,13,0,50,45,0.6,5.6
Mike Danna,48415,ED,KC,13,2,-1.5,50.0,8.0,22.0,11.0,0,0,0,0.0,16,68.3,64.9,89.8,55.0,65.6,77.8,0,7,14.3,1,0,0,58.3,1,26,323,7,4,2,0,7,11,0.3,7.0
Demone Harris,48452,ED,ATL,9,2,7.7,66.7,25.2,18.0,12.0,0,0,1,33.3,2,79.9,63.0,57.7,48.7,69.0,78.8,0,9,0.0,0,1,1,78.5,2,37,147,1,2,3,0,15,26,0.4,7.5
James Smith-Williams,48455,ED,ATL,10,4,0.0,66.7,17.8,13.0,8.7,0,0,0,0.0,2,79.8,60.9,86.6,52.0,57.0,71.2,0,11,12.5,1,0,0,78.5,2,28,157,4,3,3,0,15,16,0.6,7.5
Sam Hubbard,48457,ED,CIN,14,2,1.0,80.0,10.0,6.8,5.4,0,0,0,0.0,7,57.3,58.9,89.5,47.6,67.7,61.0,1,23,40.0,4,0,0,64.6,4,28,281,5,4,5,0,45,42,1.7,11.3
Tyquan Lewis,48475,ED,IND,10,0,,,1.6,,,0,0,0,,14,63.4,65.0,70.3,55.8,70.4,40.2,0,,100.0,2,0,1,0.0,0,3,193,1,0,0,0,0,0,0.0,
Carl Granderson,48500,ED,NO,17,0,8.0,50.0,5.9,28.0,14.0,0,0,1,50.0,20,87.8,79.7,73.7,70.3,73.3,33.6,0,36,33.3,4,0,2,135.4,1,32,545,10,8,2,1,36,33,1.3,36.0
Oshane Ximines,48538,ED,NE,2,0,,,16.7,,,0,0,0,,19,61.0,66.4,73.4,58.8,64.5,69.9,0,,,0,0,0,0.0,0,2,12,0,0,0,0,0,0,0.0,
Dorance Armstrong,48557,ED,WAS,16,3,3.3,75.0,3.5,4.7,3.5,0,0,0,0.0,32,79.6,68.9,68.2,76.4,46.4,29.7,0,11,25.0,3,0,2,82.3,3,14,398,10,6,4,0,17,7,1.2,5.7
Harold Landry III,48600,ED,TEN,17,5,4.5,100.0,17.4,14.3,14.3,0,0,1,16.7,31,74.7,70.5,84.7,49.6,82.2,74.3,0,22,10.5,2,1,1,111.1,6,89,512,12,12,6,0,64,37,0.7,10.7
Harrison Phillips,48690,DI,MIN,17,2,6.0,100.0,1.1,3.0,3.0,0,0,0,0.0,18,67.1,58.8,87.8,60.0,54.0,65.2,0,17,28.6,2,0,0,118.8,1,4,362,4,3,1,0,17,11,5.7,17.0
Daron Payne,48698,DI,WAS,17,0,,,0.2,,,1,0,0,,32,60.5,53.7,58.7,60.8,49.3,27.6,0,,33.3,1,0,3,0.0,0,1,444,7,2,0,0,0,0,0.0,
Greg Gaines,48706,DI,TB,15,0,,,2.3,,,0,0,0,,30,59.2,50.5,50.7,49.5,58.2,27.0,0,,100.0,1,0,2,0.0,0,6,260,1,0,0,0,0,0,0.0,
Taven Bryan,48753,DI,IND,17,1,,,1.2,,,0,0,0,,14,60.4,58.2,45.5,65.3,55.3,64.8,0,,0.0,0,0,3,0.0,0,2,161,1,0,0,0,0,0,0.0,
Poona Ford,48875,DI,LAC,17,1,,,0.6,,,0,0,1,,27,68.6,85.1,87.6,71.1,78.8,43.1,1,,25.0,2,0,0,0.0,0,2,360,8,5,0,0,0,0,0.0,
Vita Vea,48956,DI,TB,16,0,4.0,100.0,1.9,7.0,7.0,0,0,0,0.0,30,55.5,75.7,66.6,76.5,66.3,55.0,0,6,66.7,2,0,2,91.7,1,9,484,8,1,1,0,6,2,0.9,6.0
Khalil Davis,48988,DI,SF,12,0,,,0.9,,,0,0,0,,28,60.0,54.9,82.7,52.8,56.8,42.9,0,,100.0,2,0,0,0.0,0,1,115,1,0,0,0,0,0,0.0,
Nick Scott,49012,S,CAR,6,4,9.1,78.6,99.4,14.5,11.4,0,0,1,7.1,5,56.7,52.6,83.5,39.7,48.1,37.5,0,19,18.2,4,1,0,123.5,11,174,175,3,14,14,1,111,38,0.7,10.1
Josh Woods,49023,LB,ATL,1,0,,,100.0,,,0,0,0,,2,60.7,72.2,60.1,,,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Justin Reid,49048,S,KC,16,8,8.6,74.6,93.0,12.8,9.5,0,1,5,8.5,16,77.4,76.9,66.2,58.7,75.9,78.0,2,58,1.9,1,3,4,109.4,44,602,647,19,45,59,4,519,244,0.9,11.8
Tre Flowers,49059,CB,IND,2,0,4.3,100.0,80.0,3.3,3.3,0,0,0,0.0,14,46.5,43.3,71.2,53.0,60.0,27.0,0,10,25.0,1,0,0,101.4,3,12,15,2,3,3,0,25,12,2.5,8.3
Khaleke Hudson,49073,LB,CLV,2,0,,,50.0,,,0,0,0,,8,60.0,48.0,68.9,71.0,44.2,69.9,0,,,0,0,0,0.0,0,1,2,0,0,0,0,0,0,0.0,
Jalen Thompson,49116,S,ARZ,15,5,6.8,83.8,96.3,16.7,14.0,0,0,3,8.1,1,64.2,68.8,84.9,58.4,76.2,83.5,0,24,1.9,1,0,1,115.7,31,542,563,7,46,37,2,275,122,0.5,8.9
Ryan Neal,49132,S,TB,2,1,,,85.7,,,0,0,0,,30,65.6,72.3,73.6,55.3,73.6,78.9,0,,0.0,0,0,0,0.0,0,12,14,0,1,0,0,0,0,0.0,
Jessie Bates III,49162,S,ATL,17,11,6.7,70.0,98.5,22.8,15.9,0,1,6,15.0,2,81.4,80.2,62.9,51.6,80.4,61.2,4,33,9.5,6,6,1,71.8,28,671,681,18,46,40,3,249,118,0.4,8.9
Ezekiel Turner,49167,LB,DET,7,0,8.4,100.0,86.4,14.2,14.2,0,0,0,0.0,11,39.1,49.7,79.0,69.6,71.3,81.0,0,31,0.0,0,0,0,158.3,5,76,88,2,3,5,2,65,29,0.9,13.0
Elijah Campbell,49190,S,MIA,11,2,8.0,50.0,96.3,25.5,12.8,0,0,0,0.0,17,50.6,39.8,0.0,55.9,43.5,34.2,0,5,30.0,3,0,1,56.3,2,52,54,1,5,4,0,4,3,0.1,2.0
Jordan Whitehead,49196,S,TB,12,7,10.0,72.4,92.7,20.7,15.0,0,1,3,10.3,30,53.5,58.0,84.4,47.9,70.3,66.4,0,59,8.1,3,3,0,130.8,21,456,492,4,27,29,2,316,146,0.7,15.0
Demetrius Flannigan-Fowles,49231,LB,SF,7,0,0.8,100.0,87.9,9.3,9.3,0,0,1,16.7,28,30.2,30.6,77.0,59.0,42.2,27.1,1,50,60.0,3,1,0,79.2,6,58,66,0,2,6,0,93,88,1.7,15.5
Andrew Wingard,49268,S,JAX,5,2,9.3,28.6,98.5,60.0,17.1,0,0,3,42.9,15,77.6,78.6,79.9,50.6,63.7,83.9,0,7,14.3,1,2,0,39.6,2,129,131,0,4,7,0,13,9,0.1,6.5
Carlton Davis III,49335,CB,DET,13,1,10.1,59.7,99.8,9.8,5.9,1,1,10,13.9,11,72.1,74.5,86.4,60.0,77.7,64.4,2,63,7.9,3,6,8,87.9,43,468,469,10,34,72,3,583,198,1.4,13.6
Kindle Vildor,49346,CB,DET,13,1,14.5,50.0,99.4,13.3,6.6,1,0,2,9.1,11,47.9,48.3,82.4,58.8,50.8,67.2,0,39,9.1,1,2,4,66.9,11,163,164,4,9,22,0,122,70,0.8,11.1
Jaire Alexander,49350,CB,GB,7,1,11.8,56.0,100.0,15.8,8.8,0,1,3,12.0,12,80.7,77.3,36.4,,57.8,39.4,2,67,18.8,3,3,2,79.9,14,232,232,1,12,25,2,227,103,1.0,16.2
Ugo Amadi,49352,CB,NO,11,2,8.7,73.1,92.8,6.3,4.6,2,0,6,9.0,20,50.0,55.2,85.6,68.4,66.6,60.4,0,34,14.9,7,4,2,109.7,49,323,348,17,38,67,3,510,205,1.7,10.4
Greg Stroman Jr.,49354,CB,NYG,3,1,11.4,72.7,92.0,8.4,6.1,0,0,1,9.1,21,59.4,63.1,81.6,78.7,62.8,50.6,0,22,14.3,1,0,0,132.4,8,69,75,1,5,11,1,104,43,1.6,13.0
Isaac Yiadom,49355,CB,SF,15,3,11.2,63.2,100.0,12.6,7.9,0,0,4,10.5,28,55.3,59.5,87.7,,76.1,64.5,1,37,6.7,2,3,2,95.8,24,320,320,4,25,38,2,315,83,1.0,13.1
Chris Lammons,49368,CB,IND,5,1,4.0,90.9,95.6,6.5,5.9,0,0,0,0.0,14,44.1,56.8,77.3,95.2,60.5,51.3,0,29,14.3,1,0,0,115.9,10,65,68,1,5,11,0,130,83,2.0,13.0
C.J. Gardner-Johnson,49371,S,PHI,16,4,8.5,65.7,100.0,23.5,15.5,0,0,7,20.0,24,81.3,75.1,40.7,,60.8,48.7,6,41,15.2,5,6,2,85.9,23,579,579,5,24,35,7,244,133,0.5,10.6
Jaylon Jones,49374,CB,CHI,3,2,8.5,70.0,100.0,7.9,5.5,0,0,2,20.0,6,71.0,71.7,78.4,,66.4,82.5,0,24,0.0,0,2,0,92.1,7,56,56,0,8,10,0,76,13,1.4,10.9
Donte Jackson,49377,CB,PIT,15,3,11.9,60.0,100.0,13.0,7.8,2,2,4,6.7,25,46.3,50.1,61.5,,72.9,31.4,5,49,24.4,10,3,3,66.9,36,506,506,7,28,60,3,473,225,1.0,13.1
Cam Lewis,49395,S,BUF,17,9,4.5,80.0,92.9,7.8,6.2,0,1,5,8.3,4,62.9,61.4,84.5,62.5,52.0,38.9,1,24,20.3,12,3,1,94.9,48,390,420,17,38,60,1,426,249,1.1,8.9
M.J. Stewart,49397,S,HST,8,0,12.5,0.0,96.6,,26.5,0,0,0,0.0,13,60.5,68.0,77.8,56.6,81.8,82.7,0,,0.0,0,0,0,39.6,0,57,59,0,2,2,0,0,0,0.0,
Donovan Wilson,49408,S,DAL,17,7,5.9,85.7,92.6,17.1,14.6,0,1,3,8.6,9,59.0,63.7,48.0,69.9,69.7,56.0,1,43,14.7,5,3,2,134.2,30,549,593,13,22,35,5,335,187,0.7,11.2
Julian Blackmon,49434,S,IND,16,3,14.3,65.2,97.8,38.9,25.4,0,2,1,4.3,14,73.5,69.3,88.7,69.4,55.1,60.3,3,44,12.5,6,1,0,91.5,15,613,627,4,39,23,2,252,97,0.4,16.8
Ka'dar Hollman,49446,CB,HST,3,0,12.3,55.6,100.0,15.4,8.6,0,0,2,22.2,13,57.0,55.9,79.4,,49.6,48.3,0,29,0.0,0,2,1,75.2,5,82,82,1,8,9,0,58,9,0.8,11.6
Taron Johnson,49511,CB,BUF,12,6,6.4,74.2,97.6,8.1,6.0,0,0,3,4.8,4,61.1,65.0,29.0,63.4,76.8,72.3,2,52,7.3,3,3,3,100.9,46,403,413,11,32,62,3,510,306,1.4,11.1
Nick McCloud,49535,CB,SF,9,3,8.1,89.5,97.6,6.9,6.2,0,0,1,5.3,28,46.2,51.1,80.5,78.2,60.8,48.8,0,41,11.8,2,0,0,158.3,17,124,127,3,12,19,3,253,120,2.2,14.9
Denzel Ward,49558,CB,CLV,16,3,14.9,53.5,99.3,11.1,5.9,2,2,17,23.9,8,68.9,68.4,86.2,54.1,61.1,38.6,2,93,23.3,10,17,4,86.3,38,440,443,6,30,71,3,635,240,1.5,16.7
Ashtyn Davis,49560,S,NYJ,13,0,6.1,77.3,96.2,8.4,6.5,0,0,0,0.0,22,67.8,71.1,80.0,50.4,73.4,70.7,2,34,12.5,2,0,1,73.7,17,153,159,5,14,22,1,158,111,1.1,9.3
Rock Ya-Sin,49564,CB,SF,4,0,12.0,33.3,100.0,27.0,9.0,0,0,2,66.7,28,50.3,44.2,0.0,,48.5,72.8,0,3,,0,2,3,81.9,1,32,32,0,0,3,1,3,0,0.1,3.0
Duke Shelley,49569,CB,NYG,1,0,4.0,100.0,100.0,12.0,12.0,0,0,0,0.0,21,59.9,60.2,71.7,,60.0,78.6,0,6,0.0,0,0,0,91.7,1,13,13,1,1,1,0,6,2,0.5,6.0
Zach Allen,49605,DI,DEN,16,1,,,1.2,,,0,1,0,,10,60.6,63.7,53.2,72.0,50.4,38.2,0,,36.4,4,0,4,0.0,0,8,647,12,6,0,0,0,0,0.0,
Quincy Williams,49779,LB,NYJ,17,10,3.8,80.5,87.9,8.4,6.8,0,0,5,6.5,22,61.0,68.0,82.7,56.8,74.3,60.8,0,42,14.3,7,3,2,106.9,62,574,653,19,32,77,2,584,399,1.1,9.4
Azeez Al-Shaair,49792,LB,HST,11,2,4.9,69.7,91.5,13.3,9.3,1,1,3,9.1,13,59.8,71.4,13.9,66.4,83.7,73.0,0,54,19.2,5,3,4,108.9,23,322,352,11,19,33,1,306,207,1.0,13.3
Zaire Franklin,49834,LB,IND,17,16,5.4,86.8,92.0,8.6,7.5,0,0,4,5.3,14,48.7,61.0,86.6,62.3,72.3,63.2,2,44,19.3,16,3,1,105.5,66,596,648,21,51,76,3,668,363,1.2,10.1
Christian Rozeboom,49862,LB,LA,16,10,3.3,81.4,92.9,8.4,6.8,0,1,3,5.1,26,60.9,59.0,63.0,52.5,58.4,62.1,1,41,15.6,10,3,1,115.7,48,434,467,12,44,59,3,554,446,1.4,11.5
B.J. Hill,49894,DI,CIN,15,2,,,1.6,,,0,0,0,,7,63.3,70.2,67.7,64.2,69.2,40.8,0,,37.5,3,0,2,0.0,0,7,437,4,3,0,0,0,0,0.0,
Sebastian Joseph-Day,49935,DI,TEN,17,0,,,1.3,,,0,0,0,,31,60.7,70.2,74.5,52.3,77.7,38.7,0,,100.0,1,0,1,0.0,0,3,225,3,0,0,0,0,0,0.0,
Jerry Tillery,49949,DI,MIN,17,1,,,0.4,,,0,0,0,,18,60.2,51.6,71.0,54.3,51.8,53.5,0,,25.0,1,0,1,0.0,0,1,251,0,2,0,0,0,0,0.0,
Derrick Nnadi,49970,DI,KC,17,0,,,3.2,,,0,0,0,,16,57.7,35.8,55.7,46.6,40.3,28.6,0,,,0,0,1,0.0,0,3,93,0,0,0,0,0,0,0.0,
Broderick Washington,50049,DI,BLT,15,0,,,4.0,,,0,0,0,,3,61.4,53.5,71.5,56.5,51.1,30.1,0,,60.0,3,0,1,0.0,0,11,277,4,2,0,0,0,0,0.0,
Uchenna Nwosu,50084,ED,SEA,6,0,-1.0,100.0,13.3,4.0,4.0,0,0,0,0.0,29,47.8,63.0,82.9,56.9,72.9,43.4,0,24,0.0,0,0,0,115.6,4,17,128,2,3,4,0,47,51,2.9,11.8
John Franklin-Myers,50088,DI,DEN,17,1,,,1.3,,,0,0,0,,10,68.8,82.8,73.5,84.3,58.2,44.0,0,,33.3,3,0,1,0.0,0,5,373,11,5,0,0,0,0,0.0,
Josh Sweat,50120,ED,PHI,16,1,4.0,50.0,7.7,34.0,17.0,0,0,0,0.0,24,65.7,76.1,75.8,72.0,69.3,81.6,0,13,25.0,1,0,1,70.8,1,34,442,10,2,2,0,13,7,0.4,13.0
Lorenzo Carter,50126,ED,ATL,13,2,1.7,91.7,31.8,6.1,5.6,0,0,0,0.0,2,40.3,43.7,50.6,47.3,55.0,61.2,0,37,11.8,2,0,2,105.6,11,70,220,4,13,12,0,112,96,1.7,10.2
Ogbo Okoronkwo,50130,ED,CLV,16,4,2.0,100.0,3.5,9.0,9.0,0,0,0,0.0,8,39.3,45.3,49.1,55.4,48.1,26.3,0,9,50.0,6,0,3,104.2,1,10,285,4,2,1,0,9,7,1.0,9.0
Jacob Martin,50152,ED,CHI,11,0,2.0,50.0,6.0,8.0,4.0,0,0,1,50.0,6,52.8,63.5,85.9,67.0,54.9,47.3,0,6,,0,0,0,56.3,1,8,134,3,0,2,0,6,7,0.8,6.0
Malcolm Roach,50191,DI,DEN,17,2,16.0,0.0,2.5,,7.0,0,0,1,100.0,10,61.7,64.2,72.4,64.7,59.4,50.9,0,,44.4,4,1,1,39.6,0,7,281,3,3,1,0,0,0,0.0,
Arden Key,50201,ED,TEN,16,0,10.0,100.0,5.5,11.0,11.0,0,0,0,0.0,31,62.1,69.7,48.5,67.7,69.0,42.0,0,31,50.0,4,0,6,118.8,2,24,433,10,4,2,0,35,15,1.6,17.5
Oren Burks,50203,LB,PHI,7,3,1.7,93.3,94.0,5.5,5.1,0,0,1,6.7,24,70.0,83.0,77.0,63.2,86.8,60.8,0,19,18.8,3,1,0,91.9,14,79,84,5,10,15,0,91,69,1.2,6.5
Josh Hines-Allen,50235,ED,JAX,16,1,-1.0,100.0,3.7,18.0,18.0,0,0,0,0.0,15,65.1,82.7,50.9,83.4,70.1,61.6,0,16,25.0,2,0,5,158.3,1,19,508,12,5,1,1,16,17,0.9,16.0
Marquis Haynes Sr.,50244,ED,CAR,2,0,,,4.0,,,0,0,0,,5,61.4,42.7,0.0,46.9,58.4,75.4,0,,0.0,0,0,1,0.0,0,1,25,0,1,0,0,0,0,0.0,
Marcus Davenport,50291,ED,DET,2,0,,,3.2,,,0,0,0,,11,60.3,53.1,0.0,64.4,53.4,74.4,0,,100.0,1,0,2,0.0,0,2,62,0,0,0,0,0,0,0.0,
Christian Wilkins,50293,DI,LV,5,0,4.0,100.0,4.4,7.0,7.0,0,0,0,0.0,23,53.0,74.7,84.0,66.9,80.2,46.2,0,4,33.3,1,0,0,83.3,1,7,158,4,2,1,0,4,0,0.6,4.0
Nik Needham,50356,CB,MIA,1,0,,,100.0,,,0,0,0,,17,60.0,60.0,62.6,,,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Isaiah Oliver,50393,S,NYJ,17,2,8.0,77.3,94.5,9.1,7.1,1,1,2,4.5,22,61.8,65.1,84.2,59.0,71.6,73.0,0,69,5.4,2,2,2,121.5,34,345,365,11,33,44,2,421,252,1.4,12.4
Jeremy Reaves,50406,S,WAS,2,0,-2.0,100.0,50.0,1.0,1.0,0,0,0,0.0,32,54.1,48.4,65.0,60.0,60.5,26.1,0,16,100.0,1,0,0,118.8,1,1,2,0,0,1,0,16,18,16.0,16.0
Juan Thornhill,50426,S,CLV,11,1,9.4,68.4,99.6,18.2,12.5,0,0,3,15.8,8,64.5,65.5,81.3,66.9,61.7,45.0,0,71,22.2,6,3,0,137.2,13,249,250,4,20,19,2,196,134,0.8,15.1
Jalen Davis,50431,CB,CIN,2,3,15.2,50.0,86.8,10.0,5.0,0,0,0,0.0,7,50.8,50.4,75.9,48.9,62.3,80.8,0,12,0.0,0,0,0,63.9,3,33,38,0,3,6,0,29,5,1.0,9.7
Mike Jackson,50437,CB,CAR,17,5,10.8,67.4,99.7,9.9,6.7,0,2,14,15.7,5,67.1,67.2,89.1,60.0,61.3,59.2,2,54,8.1,5,12,5,98.5,60,637,639,12,52,89,4,739,237,1.2,12.3
Amani Oruwariye,50533,CB,DAL,6,1,13.1,76.7,100.0,7.7,5.9,1,0,1,3.3,9,63.9,60.0,25.1,,47.4,64.8,1,83,7.7,2,1,2,123.6,23,183,183,8,23,30,2,355,127,2.0,15.4
Mike Ford,50535,CB,CLV,5,0,9.0,85.7,100.0,5.2,4.4,0,0,0,0.0,8,28.8,29.5,76.6,,53.2,26.4,0,20,60.0,3,0,0,155.7,6,31,31,0,2,7,1,83,29,2.7,13.8
Avonte Maddox,50543,CB,PHI,15,3,6.9,53.6,98.6,13.7,7.3,0,0,2,7.1,24,56.6,56.3,30.9,71.9,57.1,74.7,0,28,6.3,1,2,4,78.6,15,219,222,4,12,28,1,134,78,0.7,8.9
Byron Cowart,50588,DI,CHI,15,0,0.0,100.0,0.6,1.0,1.0,0,0,0,0.0,6,58.7,58.9,65.4,60.7,60.1,30.4,0,23,100.0,1,0,2,118.8,1,1,157,3,0,1,0,23,23,23.0,23.0
Charles Omenihu,50612,ED,KC,6,0,,,2.5,,,0,0,0,,16,63.6,64.7,86.3,60.1,63.5,28.7,0,,50.0,1,0,0,0.0,0,4,158,2,1,0,0,0,0,0.0,
Luke Gifford,50675,LB,TEN,5,5,2.8,84.6,90.2,8.8,7.5,0,0,1,7.7,31,66.7,60.2,80.0,55.1,52.2,73.5,1,21,0.0,0,1,0,96.5,11,101,112,4,10,13,1,113,78,1.2,10.3
Josey Jewell,50720,LB,CAR,12,8,4.6,78.7,90.9,9.8,7.7,0,1,3,6.4,5,60.0,56.5,84.4,59.7,52.2,59.4,1,63,5.7,2,3,0,109.4,37,390,429,10,25,47,2,422,248,1.2,11.4
Cody Barton,50727,LB,DEN,17,9,4.7,88.0,86.3,12.9,11.3,1,1,2,4.0,10,56.0,66.8,66.3,62.5,79.9,84.8,2,53,7.5,4,2,2,102.5,44,610,707,16,40,50,2,470,315,0.8,10.7
Jordyn Brooks,50851,LB,MIA,17,15,4.9,73.9,87.8,7.9,5.9,0,0,7,7.6,17,55.1,71.3,86.2,77.5,83.0,63.6,0,63,13.0,10,5,1,114.6,68,569,648,22,52,92,5,725,446,1.3,10.7
Roquan Smith,50892,LB,BLT,16,12,4.5,78.9,87.1,12.3,9.7,0,0,3,5.3,3,59.8,65.2,66.0,60.6,71.6,81.2,1,26,5.6,4,3,1,93.5,45,595,683,23,55,57,0,467,294,0.8,10.4
Tremaine Edmunds,50905,LB,CHI,17,10,5.7,76.1,91.7,10.0,7.6,0,2,5,7.5,6,56.3,59.2,87.1,52.6,62.6,70.7,1,32,2.2,1,4,0,92.9,51,539,588,13,34,67,0,540,328,1.1,10.6
Robert Spillane,50918,LB,LV,17,13,5.8,84.6,87.7,10.0,8.4,0,2,4,6.2,23,48.8,68.4,68.6,67.4,87.3,83.4,2,37,9.2,6,4,1,111.0,55,585,667,17,46,65,4,572,294,1.0,10.4
Bobby Okereke,50954,LB,NYG,12,11,2.7,79.2,91.7,9.7,7.6,0,0,1,2.1,21,68.2,74.9,84.3,83.2,71.8,65.8,0,17,4.9,2,1,0,99.7,38,386,421,13,28,48,1,300,230,0.8,7.9
